0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
 Hope to chat again soon.| Hello Hi there.| How are you today? What sort of movie are you interested in today?| Hmm, maybe a good old animated film, like [ITEM]| Oh that is a classic. You must remember [ITEM] than?| Also like [ITEM]| Oh yes! I loved it! Or one I was just thinking of [ITEM] , when Little Foot's Mother dies. My heart!| I also loved [ITEM]| Omg, YES! I'm not sure if I know that one.| I was going to mention that one next!| I will have to look it up.| Oh, it's another classic.| Yes, you should! I haven't seen it in years but can still recall scenes so clearly.| His special tree star. I don't remember it as much but I have fond memories with all of those films.| I was obsessed with it. LOL| I'll have to check it out again tonight, maybe have a movie night with the nephew and show him good old animated films!| My son was obsessed with [ITEM] .| Loved fish. Aw, that was cute. I actually loved [ITEM] best!!| Thanks for the recommendation and chat. He is older now not as interested now. lol|||||||||
 I'm great, thank you so much. I'm stuck on animated films. I'm in the mood for a good comedy like [ITEM] or [ITEM]| Hi, how are you today? Hello, how are you?||||||||||||||||||||||||||
 I'm super excited for [ITEM]| Hi, how are you today? Hello, how are you?| I'm great, thank you so much. I'm stuck on animated films. I'm in the mood for a good comedy like [ITEM] or [ITEM]| Hah, I love animated films too. Well I can do either lol||||||||||||||||||||||||
 I can't wait. Same, both are my favorite genre of films.| Hi, how are you today? Hello, how are you?| I'm great, thank you so much. I'm stuck on animated films. I'm in the mood for a good comedy like [ITEM] or [ITEM]| Hah, I love animated films too. Well I can do either lol| I'm super excited for [ITEM]| Hope its as good as the first one though. Oh yes I want to see that one so bad.||||||||||||||||||||||
 Have you seen all their movies? [ITEM] ? So, to switch it up I'm sure you loved [ITEM] and are like me with tickets to see the new one [ITEM]| Hi, how are you today? Hello, how are you?| I'm great, thank you so much. I'm stuck on animated films. I'm in the mood for a good comedy like [ITEM] or [ITEM]| Hah, I love animated films too. Well I can do either lol| I'm super excited for [ITEM]| Hope its as good as the first one though. Oh yes I want to see that one so bad.| I can't wait. Same, both are my favorite genre of films.| [ITEM] was so funny.||||||||||||||||||||
 The name alone has me cracking up.| Hi, how are you today? Hello, how are you?| I'm great, thank you so much. I'm stuck on animated films. I'm in the mood for a good comedy like [ITEM] or [ITEM]| Hah, I love animated films too. Well I can do either lol| I'm super excited for [ITEM]| Hope its as good as the first one though. Oh yes I want to see that one so bad.| I can't wait. Same, both are my favorite genre of films.| [ITEM] was so funny.| Have you seen all their movies? [ITEM] ? So, to switch it up I'm sure you loved [ITEM] and are like me with tickets to see the new one [ITEM]| Wow, I guess not. I never heard of that one But, that is so going on my list. It is not as well known as the rest.||||||||||||||||||
 Tell me why I thought it was The Slammin' Salami lol - I read it wrong| Hi, how are you today? Hello, how are you?| I'm great, thank you so much. I'm stuck on animated films. I'm in the mood for a good comedy like [ITEM] or [ITEM]| Hah, I love animated films too. Well I can do either lol| I'm super excited for [ITEM]| Hope its as good as the first one though. Oh yes I want to see that one so bad.| I can't wait. Same, both are my favorite genre of films.| [ITEM] was so funny.| Have you seen all their movies? [ITEM] ? So, to switch it up I'm sure you loved [ITEM] and are like me with tickets to see the new one [ITEM]| Wow, I guess not. I never heard of that one But, that is so going on my list. It is not as well known as the rest.| The name alone has me cracking up.| Yea, I've never heard of it. They're in a restaurant setting.||||||||||||||||
 Nice, I'll definitely check it out.| Hi, how are you today? Hello, how are you?| I'm great, thank you so much. I'm stuck on animated films. I'm in the mood for a good comedy like [ITEM] or [ITEM]| Hah, I love animated films too. Well I can do either lol| I'm super excited for [ITEM]| Hope its as good as the first one though. Oh yes I want to see that one so bad.| I can't wait. Same, both are my favorite genre of films.| [ITEM] was so funny.| Have you seen all their movies? [ITEM] ? So, to switch it up I'm sure you loved [ITEM] and are like me with tickets to see the new one [ITEM]| Wow, I guess not. I never heard of that one But, that is so going on my list. It is not as well known as the rest.| The name alone has me cracking up.| Yea, I've never heard of it. They're in a restaurant setting.| Tell me why I thought it was The Slammin' Salami lol - I read it wrong| So, yeah all that fun and shenanigans that can come with it.||||||||||||||
 Oh, I wasn't a big Robin Hood fan but I'm sure it's a classic.| Hi, how are you today? Hello, how are you?| I'm great, thank you so much. I'm stuck on animated films. I'm in the mood for a good comedy like [ITEM] or [ITEM]| Hah, I love animated films too. Well I can do either lol| I'm super excited for [ITEM]| Hope its as good as the first one though. Oh yes I want to see that one so bad.| I can't wait. Same, both are my favorite genre of films.| [ITEM] was so funny.| Have you seen all their movies? [ITEM] ? So, to switch it up I'm sure you loved [ITEM] and are like me with tickets to see the new one [ITEM]| Wow, I guess not. I never heard of that one But, that is so going on my list. It is not as well known as the rest.| The name alone has me cracking up.| Yea, I've never heard of it. They're in a restaurant setting.| Tell me why I thought it was The Slammin' Salami lol - I read it wrong| So, yeah all that fun and shenanigans that can come with it.| Nice, I'll definitely check it out.| But since I'm still thinking of my all time favorite childhood movie [ITEM] .||||||||||||
 I'm fantastic :) What kind of movies do you like? Everything.| Hello, how are you? I'm good, thanks. And yourself?| Hope you're having a fantastic day like me.|||||||||||||||||||||||||
 As of recent, [ITEM] [ITEM] and [ITEM] I've recently seen and loved them all. I haven't seen any but they all look good.| Hello, how are you? I'm good, thanks. And yourself?| Hope you're having a fantastic day like me.| I'm fantastic :) What kind of movies do you like? Everything.| Suggest whatever you're in the mood for. Awesome. I am a junkie so I have a list for you!|||||||||||||||||||||||
 Yes, they are good comedies. Yes, same!| Hello, how are you? I'm good, thanks. And yourself?| Hope you're having a fantastic day like me.| I'm fantastic :) What kind of movies do you like? Everything.| Suggest whatever you're in the mood for. Awesome. I am a junkie so I have a list for you!| As of recent, [ITEM] [ITEM] and [ITEM] I've recently seen and loved them all. I haven't seen any but they all look good.| I also am excited for [ITEM] after seeing [ITEM] I just can't wait to see what they are up to now.|||||||||||||||||||||
 Oh I am excited as well| Hello, how are you? I'm good, thanks. And yourself?| Hope you're having a fantastic day like me.| I'm fantastic :) What kind of movies do you like? Everything.| Suggest whatever you're in the mood for. Awesome. I am a junkie so I have a list for you!| As of recent, [ITEM] [ITEM] and [ITEM] I've recently seen and loved them all. I haven't seen any but they all look good.| I also am excited for [ITEM] after seeing [ITEM] I just can't wait to see what they are up to now.| Yes, they are good comedies. Yes, same!| I love the incredibles. The [ITEM] I love a good stoner movie too... like [ITEM] [ITEM] and can't wait for [ITEM]|||||||||||||||||||
 I will have to rewatch [ITEM] before I see the new one.| Hello, how are you? I'm good, thanks. And yourself?| Hope you're having a fantastic day like me.| I'm fantastic :) What kind of movies do you like? Everything.| Suggest whatever you're in the mood for. Awesome. I am a junkie so I have a list for you!| As of recent, [ITEM] [ITEM] and [ITEM] I've recently seen and loved them all. I haven't seen any but they all look good.| I also am excited for [ITEM] after seeing [ITEM] I just can't wait to see what they are up to now.| Yes, they are good comedies. Yes, same!| I love the incredibles. The [ITEM] I love a good stoner movie too... like [ITEM] [ITEM] and can't wait for [ITEM]| Oh I am excited as well| Nice, you have good taste!|||||||||||||||||
 Thanks so much for the suggestions.| Hello, how are you? I'm good, thanks. And yourself?| Hope you're having a fantastic day like me.| I'm fantastic :) What kind of movies do you like? Everything.| Suggest whatever you're in the mood for. Awesome. I am a junkie so I have a list for you!| As of recent, [ITEM] [ITEM] and [ITEM] I've recently seen and loved them all. I haven't seen any but they all look good.| I also am excited for [ITEM] after seeing [ITEM] I just can't wait to see what they are up to now.| Yes, they are good comedies. Yes, same!| I love the incredibles. The [ITEM] I love a good stoner movie too... like [ITEM] [ITEM] and can't wait for [ITEM]| Oh I am excited as well| Nice, you have good taste!| I will have to rewatch [ITEM] before I see the new one.| Yes, I can watch that one a million times. I know it verbatim - might be sad to admit lol|||||||||||||||
 What would you suggest for like, a movie night line-up?| Hi, how are you? Hope you're having a great day, like me! :D I sure am thanks for asking.| Any type of movies you're in the mood for?|||||||||||||||||||||||||
 A good start would be [ITEM] and then maybe [ITEM] After that I'd say, [ITEM] or [ITEM] I heard they are both hilarious.| Hi, how are you? Hope you're having a great day, like me! :D I sure am thanks for asking.| Any type of movies you're in the mood for?| What would you suggest for like, a movie night line-up?| Hmm, lets see...|||||||||||||||||||||||
 Nice, me too! Oh yes!| Hi, how are you? Hope you're having a great day, like me! :D I sure am thanks for asking.| Any type of movies you're in the mood for?| What would you suggest for like, a movie night line-up?| Hmm, lets see...| A good start would be [ITEM] and then maybe [ITEM] After that I'd say, [ITEM] or [ITEM] I heard they are both hilarious.| Oh I love both of those movies. Also [ITEM] and [ITEM] were hilarious too.|||||||||||||||||||||
 Oh that sounds perfect.| Hi, how are you? Hope you're having a great day, like me! :D I sure am thanks for asking.| Any type of movies you're in the mood for?| What would you suggest for like, a movie night line-up?| Hmm, lets see...| A good start would be [ITEM] and then maybe [ITEM] After that I'd say, [ITEM] or [ITEM] I heard they are both hilarious.| Oh I love both of those movies. Also [ITEM] and [ITEM] were hilarious too.| Nice, me too! Oh yes!| And of course why not end it with any of the [ITEM] [ITEM] movies|||||||||||||||||||
 Happy watching! It's like a mix-tape of great movies! Thank you.| Hi, how are you? Hope you're having a great day, like me! :D I sure am thanks for asking.| Any type of movies you're in the mood for?| What would you suggest for like, a movie night line-up?| Hmm, lets see...| A good start would be [ITEM] and then maybe [ITEM] After that I'd say, [ITEM] or [ITEM] I heard they are both hilarious.| Oh I love both of those movies. Also [ITEM] and [ITEM] were hilarious too.| Nice, me too! Oh yes!| And of course why not end it with any of the [ITEM] [ITEM] movies| Oh that sounds perfect.| Definitely a night full of laughs. Yes!|||||||||||||||||
 Bye for now. Have a great day| Hi, how are you? Hope you're having a great day, like me! :D I sure am thanks for asking.| Any type of movies you're in the mood for?| What would you suggest for like, a movie night line-up?| Hmm, lets see...| A good start would be [ITEM] and then maybe [ITEM] After that I'd say, [ITEM] or [ITEM] I heard they are both hilarious.| Oh I love both of those movies. Also [ITEM] and [ITEM] were hilarious too.| Nice, me too! Oh yes!| And of course why not end it with any of the [ITEM] [ITEM] movies| Oh that sounds perfect.| Definitely a night full of laughs. Yes!| Happy watching! It's like a mix-tape of great movies! Thank you.| Well, take care.|||||||||||||||
 So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.|||||||||||||||||||||||||
 Let me think a moment on that. An example of this is [ITEM] .| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.| So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Oh, interesting|||||||||||||||||||||||
 I loved that movie. Sorry! :)| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.| So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Oh, interesting| Let me think a moment on that. An example of this is [ITEM] .| Oh wow, I actually was about to say that one lol but you beat me to it.|||||||||||||||||||||
 Sure! Another good horror musical is [ITEM]| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.| So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Oh, interesting| Let me think a moment on that. An example of this is [ITEM] .| Oh wow, I actually was about to say that one lol but you beat me to it.| I loved that movie. Sorry! :)| I'm not sure I know of many horror musicals but I'd be able to recommend some horror films...|||||||||||||||||||
 Oh wow, how did I forget that one?! Yes, that's another classic! Yes, I love [ITEM] .| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.| So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Oh, interesting| Let me think a moment on that. An example of this is [ITEM] .| Oh wow, I actually was about to say that one lol but you beat me to it.| I loved that movie. Sorry! :)| I'm not sure I know of many horror musicals but I'd be able to recommend some horror films...| Sure! Another good horror musical is [ITEM]| I hear [ITEM] was okay|||||||||||||||||
 Yes, that's a good example.| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.| So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Oh, interesting| Let me think a moment on that. An example of this is [ITEM] .| Oh wow, I actually was about to say that one lol but you beat me to it.| I loved that movie. Sorry! :)| I'm not sure I know of many horror musicals but I'd be able to recommend some horror films...| Sure! Another good horror musical is [ITEM]| I hear [ITEM] was okay| Oh wow, how did I forget that one?! Yes, that's another classic! Yes, I love [ITEM] .| I'd say [ITEM] while it's not quite horror I love the musical parts of it.|||||||||||||||
 It has horror elements. I mean, they kidnap Santa!| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.| So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Oh, interesting| Let me think a moment on that. An example of this is [ITEM] .| Oh wow, I actually was about to say that one lol but you beat me to it.| I loved that movie. Sorry! :)| I'm not sure I know of many horror musicals but I'd be able to recommend some horror films...| Sure! Another good horror musical is [ITEM]| I hear [ITEM] was okay| Oh wow, how did I forget that one?! Yes, that's another classic! Yes, I love [ITEM] .| I'd say [ITEM] while it's not quite horror I love the musical parts of it.| Yes, that's a good example.| Hah, nice!|||||||||||||
 One of my favorites! Love Tim Burton movies! [ITEM] was a good one. Johnny Depp singing. Classic.| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.| So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Oh, interesting| Let me think a moment on that. An example of this is [ITEM] .| Oh wow, I actually was about to say that one lol but you beat me to it.| I loved that movie. Sorry! :)| I'm not sure I know of many horror musicals but I'd be able to recommend some horror films...| Sure! Another good horror musical is [ITEM]| I hear [ITEM] was okay| Oh wow, how did I forget that one?! Yes, that's another classic! Yes, I love [ITEM] .| I'd say [ITEM] while it's not quite horror I love the musical parts of it.| Yes, that's a good example.| Hah, nice!| It has horror elements. I mean, they kidnap Santa!| LOL. Right!|||||||||||
 It is good. See it if you get the chance.| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.| So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Oh, interesting| Let me think a moment on that. An example of this is [ITEM] .| Oh wow, I actually was about to say that one lol but you beat me to it.| I loved that movie. Sorry! :)| I'm not sure I know of many horror musicals but I'd be able to recommend some horror films...| Sure! Another good horror musical is [ITEM]| I hear [ITEM] was okay| Oh wow, how did I forget that one?! Yes, that's another classic! Yes, I love [ITEM] .| I'd say [ITEM] while it's not quite horror I love the musical parts of it.| Yes, that's a good example.| Hah, nice!| It has horror elements. I mean, they kidnap Santa!| LOL. Right!| One of my favorites! Love Tim Burton movies! [ITEM] was a good one. Johnny Depp singing. Classic.| Oh wow never saw that.|||||||||
 Thank you for the suggestions!| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.| So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Oh, interesting| Let me think a moment on that. An example of this is [ITEM] .| Oh wow, I actually was about to say that one lol but you beat me to it.| I loved that movie. Sorry! :)| I'm not sure I know of many horror musicals but I'd be able to recommend some horror films...| Sure! Another good horror musical is [ITEM]| I hear [ITEM] was okay| Oh wow, how did I forget that one?! Yes, that's another classic! Yes, I love [ITEM] .| I'd say [ITEM] while it's not quite horror I love the musical parts of it.| Yes, that's a good example.| Hah, nice!| It has horror elements. I mean, they kidnap Santa!| LOL. Right!| One of my favorites! Love Tim Burton movies! [ITEM] was a good one. Johnny Depp singing. Classic.| Oh wow never saw that.| It is good. See it if you get the chance.| how about [ITEM] that wasn't really horror though. lol|||||||
 Bye for now. [ITEM] wasn't really a musical, but great Johnny Depp movie!| Hi. How are you? I'm doing good, how about you?| I'm well, thanks for asking.| So, you into animated films? I'm actually in the mood for a musical film with a horror theme.| Oh, interesting| Let me think a moment on that. An example of this is [ITEM] .| Oh wow, I actually was about to say that one lol but you beat me to it.| I loved that movie. Sorry! :)| I'm not sure I know of many horror musicals but I'd be able to recommend some horror films...| Sure! Another good horror musical is [ITEM]| I hear [ITEM] was okay| Oh wow, how did I forget that one?! Yes, that's another classic! Yes, I love [ITEM] .| I'd say [ITEM] while it's not quite horror I love the musical parts of it.| Yes, that's a good example.| Hah, nice!| It has horror elements. I mean, they kidnap Santa!| LOL. Right!| One of my favorites! Love Tim Burton movies! [ITEM] was a good one. Johnny Depp singing. Classic.| Oh wow never saw that.| It is good. See it if you get the chance.| how about [ITEM] that wasn't really horror though. lol| Thank you for the suggestions!| You're welcome.|||||
 How about [ITEM] ? My son and I went to see it with his friend this morning. I recently watched [ITEM] that was such a cute movie.| Hello there! How are you? What kind of movies are you interested in today? Hi, I'm great. How are you?| Let's go with animated films like [ITEM] since I can't stop talking about my excitement for [ITEM] I can't wait until it comes out, either!|||||||||||||||||||||||||
 And I love [ITEM] and [ITEM]| Hello there! How are you? What kind of movies are you interested in today? Hi, I'm great. How are you?| Let's go with animated films like [ITEM] since I can't stop talking about my excitement for [ITEM] I can't wait until it comes out, either!| How about [ITEM] ? My son and I went to see it with his friend this morning. I recently watched [ITEM] that was such a cute movie.| Oh, I think I vaguely remember that movie. Love [ITEM] . Great animation, great music.|||||||||||||||||||||||
 Yes, it was so good.| Hello there! How are you? What kind of movies are you interested in today? Hi, I'm great. How are you?| Let's go with animated films like [ITEM] since I can't stop talking about my excitement for [ITEM] I can't wait until it comes out, either!| How about [ITEM] ? My son and I went to see it with his friend this morning. I recently watched [ITEM] that was such a cute movie.| Oh, I think I vaguely remember that movie. Love [ITEM] . Great animation, great music.| And I love [ITEM] and [ITEM]| [ITEM] was playing as a $1 movie at Regal, a summer thing.|||||||||||||||||||||
 I miss those days... I don't have a cinema like that around where I am now.| Hello there! How are you? What kind of movies are you interested in today? Hi, I'm great. How are you?| Let's go with animated films like [ITEM] since I can't stop talking about my excitement for [ITEM] I can't wait until it comes out, either!| How about [ITEM] ? My son and I went to see it with his friend this morning. I recently watched [ITEM] that was such a cute movie.| Oh, I think I vaguely remember that movie. Love [ITEM] . Great animation, great music.| And I love [ITEM] and [ITEM]| [ITEM] was playing as a $1 movie at Regal, a summer thing.| Yes, it was so good.| Oh nice! If you can't remember it, look it up. It's a fun movie.|||||||||||||||||||
 You had great suggestions with [ITEM] and [ITEM] . I hope I helped a little? Yes, absolutely!| Hello there! How are you? What kind of movies are you interested in today? Hi, I'm great. How are you?| Let's go with animated films like [ITEM] since I can't stop talking about my excitement for [ITEM] I can't wait until it comes out, either!| How about [ITEM] ? My son and I went to see it with his friend this morning. I recently watched [ITEM] that was such a cute movie.| Oh, I think I vaguely remember that movie. Love [ITEM] . Great animation, great music.| And I love [ITEM] and [ITEM]| [ITEM] was playing as a $1 movie at Regal, a summer thing.| Yes, it was so good.| Oh nice! If you can't remember it, look it up. It's a fun movie.| I miss those days... I don't have a cinema like that around where I am now.| When I lived in Florida, I'd see a few movies a day. It normally is not $1. It's a Regal thing they do in the summer for the kids 2 times a week.|||||||||||||||||
 I have to watch it with the nephew soon.| Hello there! How are you? What kind of movies are you interested in today? Hi, I'm great. How are you?| Let's go with animated films like [ITEM] since I can't stop talking about my excitement for [ITEM] I can't wait until it comes out, either!| How about [ITEM] ? My son and I went to see it with his friend this morning. I recently watched [ITEM] that was such a cute movie.| Oh, I think I vaguely remember that movie. Love [ITEM] . Great animation, great music.| And I love [ITEM] and [ITEM]| [ITEM] was playing as a $1 movie at Regal, a summer thing.| Yes, it was so good.| Oh nice! If you can't remember it, look it up. It's a fun movie.| I miss those days... I don't have a cinema like that around where I am now.| When I lived in Florida, I'd see a few movies a day. It normally is not $1. It's a Regal thing they do in the summer for the kids 2 times a week.| You had great suggestions with [ITEM] and [ITEM] . I hope I helped a little? Yes, absolutely!| I hope you have a nice day! Goodbye!|||||||||||||||
 Animated films like [ITEM] or [ITEM]| Hello there! What kind of movies are you into? Hi, how are you?| I'm good, I hope you are as well?|||||||||||||||||||||||||
 I also really enjoyed [ITEM] I just learned there was a [ITEM] I'll have to check out too| Hello there! What kind of movies are you into? Hi, how are you?| I'm good, I hope you are as well?| Animated films like [ITEM] or [ITEM]| Those are great films! How about [ITEM] ?|||||||||||||||||||||||
 Yes, I loved it!| Hello there! What kind of movies are you into? Hi, how are you?| I'm good, I hope you are as well?| Animated films like [ITEM] or [ITEM]| Those are great films! How about [ITEM] ?| I also really enjoyed [ITEM] I just learned there was a [ITEM] I'll have to check out too| It never really gets old.|||||||||||||||||||||
 I didn't see [ITEM] [ITEM] or [ITEM]| Hello there! What kind of movies are you into? Hi, how are you?| I'm good, I hope you are as well?| Animated films like [ITEM] or [ITEM]| Those are great films! How about [ITEM] ?| I also really enjoyed [ITEM] I just learned there was a [ITEM] I'll have to check out too| It never really gets old.| Yes, I loved it!| Are you into some of the Japanese films like [ITEM] ? We love that one. So imaginative.|||||||||||||||||||
 Not sure, never heard of it. But I will check into it.| Hello there! What kind of movies are you into? Hi, how are you?| I'm good, I hope you are as well?| Animated films like [ITEM] or [ITEM]| Those are great films! How about [ITEM] ?| I also really enjoyed [ITEM] I just learned there was a [ITEM] I'll have to check out too| It never really gets old.| Yes, I loved it!| Are you into some of the Japanese films like [ITEM] ? We love that one. So imaginative.| I didn't see [ITEM] [ITEM] or [ITEM]| You have to see [ITEM] . Especially if you liked the first one.|||||||||||||||||
 Thanks for your suggestions.| Hello there! What kind of movies are you into? Hi, how are you?| I'm good, I hope you are as well?| Animated films like [ITEM] or [ITEM]| Those are great films! How about [ITEM] ?| I also really enjoyed [ITEM] I just learned there was a [ITEM] I'll have to check out too| It never really gets old.| Yes, I loved it!| Are you into some of the Japanese films like [ITEM] ? We love that one. So imaginative.| I didn't see [ITEM] [ITEM] or [ITEM]| You have to see [ITEM] . Especially if you liked the first one.| Not sure, never heard of it. But I will check into it.| Omg, yes I can't believe I didn't even know there was a part two. Well, I hope you enjoy watching some of these animated films!|||||||||||||||
 What kind of movies are you looking for? I am, thank you.| Hello. How are you today? Good afternoon! I'm good, I hope you are as well.||||||||||||||||||||||||||
 Never heard of them.| Hello. How are you today? Good afternoon! I'm good, I hope you are as well.| What kind of movies are you looking for? I am, thank you.| I love animated movies like [ITEM] or [ITEM] Oh, I also loved [ITEM] that was such a great concept. Those are great! How about one of the older movies for a change? Like [ITEM] . Scott Bakula singing and dancing as a cat. Can't beat it.||||||||||||||||||||||||
 Yes loved it.| Hello. How are you today? Good afternoon! I'm good, I hope you are as well.| What kind of movies are you looking for? I am, thank you.| I love animated movies like [ITEM] or [ITEM] Oh, I also loved [ITEM] that was such a great concept. Those are great! How about one of the older movies for a change? Like [ITEM] . Scott Bakula singing and dancing as a cat. Can't beat it.| Never heard of them.| But I'll check them out. what are they about? Do you like the Lego stuff? Like [ITEM] ?||||||||||||||||||||||
 Aw, I'll definitely check it out.| Hello. How are you today? Good afternoon! I'm good, I hope you are as well.| What kind of movies are you looking for? I am, thank you.| I love animated movies like [ITEM] or [ITEM] Oh, I also loved [ITEM] that was such a great concept. Those are great! How about one of the older movies for a change? Like [ITEM] . Scott Bakula singing and dancing as a cat. Can't beat it.| Never heard of them.| But I'll check them out. what are they about? Do you like the Lego stuff? Like [ITEM] ?| Yes loved it.| I was going to add that to my list of I like lol [ITEM] is about a kitty who takes off to Hollywood and tries to make it big in the movies. Like, old Hollywood. It's fun.||||||||||||||||||||
 I'm great, thanks for asking.| Hi, how are you? Good afternoon! How are you?||||||||||||||||||||||||||
 I'm really hung up on animated films... like [ITEM] and [ITEM]| Hi, how are you? Good afternoon! How are you?| I'm great, thanks for asking.| I'm good. What kind of movies are you interested in?||||||||||||||||||||||||
 OMG! Yes, talk about classic!| Hi, how are you? Good afternoon! How are you?| I'm great, thanks for asking.| I'm good. What kind of movies are you interested in?| I'm really hung up on animated films... like [ITEM] and [ITEM]| I'm so excited to have recently learned there's a part 3 coming 2018 Those are good. How about a partially animated film like [ITEM] ? It is a hoot.||||||||||||||||||||||
 Right! They don't make them like that much these days.| Hi, how are you? Good afternoon! How are you?| I'm great, thanks for asking.| I'm good. What kind of movies are you interested in?| I'm really hung up on animated films... like [ITEM] and [ITEM]| I'm so excited to have recently learned there's a part 3 coming 2018 Those are good. How about a partially animated film like [ITEM] ? It is a hoot.| OMG! Yes, talk about classic!| That reminds me of [ITEM] Yes, that was an awesome movie||||||||||||||||||||
 Oh yes, I remember and loved that one.| Hi, how are you? Good afternoon! How are you?| I'm great, thanks for asking.| I'm good. What kind of movies are you interested in?| I'm really hung up on animated films... like [ITEM] and [ITEM]| I'm so excited to have recently learned there's a part 3 coming 2018 Those are good. How about a partially animated film like [ITEM] ? It is a hoot.| OMG! Yes, talk about classic!| That reminds me of [ITEM] Yes, that was an awesome movie| Right! They don't make them like that much these days.| It was such an interesting concept too. I love the mix of real world versus animation I'm kinda excited for [ITEM] too lol You might enjoy [ITEM] if you like Disney. Sad, but good.||||||||||||||||||
 I'm doing well, thanks. I'm into animated films like [ITEM] I'm so excited for part two [ITEM]| Hello. How are you today? Good afternoon. What kind of movies are you into?||||||||||||||||||||||||||
 How about [ITEM] ? The action is great. I'm a huge [ITEM] fan too can't wait for [ITEM]| Hello. How are you today? Good afternoon. What kind of movies are you into?| I'm doing well, thanks. I'm into animated films like [ITEM] I'm so excited for part two [ITEM]| Yes, we want to see that one, too.||||||||||||||||||||||||
 Yes! that's a great classic!| Hello. How are you today? Good afternoon. What kind of movies are you into?| I'm doing well, thanks. I'm into animated films like [ITEM] I'm so excited for part two [ITEM]| Yes, we want to see that one, too.| How about [ITEM] ? The action is great. I'm a huge [ITEM] fan too can't wait for [ITEM]| Oh yes, that is dear to me and my nephew... we loved all the [ITEM] movies. We also enjoyed [ITEM]||||||||||||||||||||||
 Have a good day.| Hello. How are you today? Good afternoon. What kind of movies are you into?| I'm doing well, thanks. I'm into animated films like [ITEM] I'm so excited for part two [ITEM]| Yes, we want to see that one, too.| How about [ITEM] ? The action is great. I'm a huge [ITEM] fan too can't wait for [ITEM]| Oh yes, that is dear to me and my nephew... we loved all the [ITEM] movies. We also enjoyed [ITEM]| Yes! that's a great classic!| Loved it too. Thanks my friend. Cool! I hope I've helped?||||||||||||||||||||
 Bye for now.| Hello. How are you today? Good afternoon. What kind of movies are you into?| I'm doing well, thanks. I'm into animated films like [ITEM] I'm so excited for part two [ITEM]| Yes, we want to see that one, too.| How about [ITEM] ? The action is great. I'm a huge [ITEM] fan too can't wait for [ITEM]| Oh yes, that is dear to me and my nephew... we loved all the [ITEM] movies. We also enjoyed [ITEM]| Yes! that's a great classic!| Loved it too. Thanks my friend. Cool! I hope I've helped?| Have a good day.| Yes, of course! thank you! Goodbye.||||||||||||||||||
 I'm in the mood for a comedy. We really enjoy Will Ferril, for example. Loved [ITEM]| Hi there! How are you today? Hello! I'm good, thank you!| What kind of movies do you enjoy?|||||||||||||||||||||||||
 Those are great!| Hi there! How are you today? Hello! I'm good, thank you!| What kind of movies do you enjoy?| I'm in the mood for a comedy. We really enjoy Will Ferril, for example. Loved [ITEM]| Oh nice! I love Will movies too. How about [ITEM] and [ITEM]|||||||||||||||||||||||
 how about [ITEM] Oh, [ITEM] is good. And, I love seeing a Christmas movie when it's hot. Call me crazy.| Hi there! How are you today? Hello! I'm good, thank you!| What kind of movies do you enjoy?| I'm in the mood for a comedy. We really enjoy Will Ferril, for example. Loved [ITEM]| Oh nice! I love Will movies too. How about [ITEM] and [ITEM]| Those are great!| I haven't seen it in a long time, either. I really enjoyed [ITEM]|||||||||||||||||||||
 [ITEM] was funny. Definitely have to get my son out of the room for that one. Haha!| Hi there! How are you today? Hello! I'm good, thank you!| What kind of movies do you enjoy?| I'm in the mood for a comedy. We really enjoy Will Ferril, for example. Loved [ITEM]| Oh nice! I love Will movies too. How about [ITEM] and [ITEM]| Those are great!| I haven't seen it in a long time, either. I really enjoyed [ITEM]| how about [ITEM] Oh, [ITEM] is good. And, I love seeing a Christmas movie when it's hot. Call me crazy.| Hah, that makes sense!|||||||||||||||||||
